id,,regimen,sex,period,ALBUMIN,ALKPHOSPH,SGPTALT,SGOTAST,TOTBILI,BUN,CALCIUM blood,CREAT blood,GAMMAGT,Glycemia,PHOSPH blood,TOTPROT,DIRBILI,SODIUM Sang,POTASSIUM Sang,CHLORIDE Sang,GLOBULINE,AGRATIO,GRAVITY,GLUCOSE,BILI,KETONE,BLOOD,PH,PROT,UROBILI,PTSEC,APTTSEC,WBC,RBC,HGB,HCT,MCV,MCH,MCHC,PLT,ABSNEUT,ABSLYMPH,ABSMONO,ABSEOS,ABSBASO,ABSLUC,NEUT,LYMPH,MONO,EOS,BASO,LUC,CALCIUM,CREAT,UPROT,PHOSPH,SODIUM,POTASSIUM,CHLORIDE,NAKRATIO,CREATCLEARANCE,VOLTOTAL,TERMINALBODYWEIGHT,ADRENAL,HEART,LIVER,TESTIS,BRAIN,KIDNEY,SPLEEN,OVARY
16,16,reference3,M,1,4,84,36,87,0.1,13.5,9.7,0.2,0,115,8.1,6.2,0.01,146,4.7,98,2.2,1.82,1.041,0,0,15,0,6.5,100,0.2,NA,NA,16.87,8.33,15.2,43.7,52.5,18.2,34.7,973,1.28,14.72,0.39,0.22,0.08,0.2,7.6,87.2,2.3,1.3,0.5,1.2,3.1,144.7,125,207,25,211.5,76,0.12,0.74,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,16,reference3,M,2,4.2,57,39,81,0.2,18.6,11.3,0.5,0.001,246,9.5,6.9,0.001,147,5.9,101,2.7,1.56,1.051,0,0,15,0,6.5,100,0.2,11.8,17.3,12.1,8.61,14.4,41.9,48.7,16.7,34.3,977,1.56,9.48,0.41,0.25,0.12,0.29,12.8,78.3,3.4,2,1,2.4,6.8,174.2,163,194.5,37,230.5,87,0.16,0.27,7,652.5,0.087,2.045,20.39,3.516,2.321,5.311,1.083,NA
17,17,reference3,M,1,4,119,37,99,0.1,14.3,10,0.3,0,117,7.7,6.5,0.01,147,4.9,98,2.5,1.5,1.042,0,0,0.01,0,7,100,0.2,NA,NA,15.36,8.35,15.9,45.3,54.2,19,35,872,0.88,13.61,0.39,0.14,0.07,0.26,5.8,88.6,2.6,0.9,0.5,1.7,4.5,135.3,113,217.4,40,236,76,0.17,0.73,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,17,reference3,M,2,4.3,88,56,103,0.21,15.9,11,0.5,0.001,222,9.4,7.2,0.001,150,7.8,106,2.9,1.48,1.05,0,0,15,0,6.5,30,1,12.1,16,8.78,8.57,15.1,43.6,50.8,17.6,34.6,907,1.16,6.81,0.38,0.14,0.08,0.22,13.2,77.5,4.3,1.6,0.9,2.4,8.1,169.2,99,203.5,59,259,76,0.23,0.33,8.5,632,0.084,1.748,17.474,3.484,2.36,4.518,0.945,NA
18,18,reference3,M,1,4,101,35,77,0.1,13.9,10.1,0.3,0,115,7.6,6.2,0.01,147,5.1,98,2.2,1.82,1.034,0,0,0.01,1,6.5,100,0.2,NA,NA,10.92,7.62,15.4,44.6,58.5,20.2,34.5,912,0.98,9.38,0.27,0.09,0.06,0.13,9,85.9,2.4,0.9,0.6,1.2,3.7,96.1,111,193.5,40,172,66,0.23,0.57,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,18,reference3,M,2,4.2,63,37,68,0.2,14.1,11.1,0.5,0.001,224,8.1,6.7,0.001,151,6.4,105,2.5,1.68,1.051,0,0,15,0,6.5,300,1,12,15.6,7.37,8.01,15.1,43.9,54.8,18.9,34.5,946,1.2,5.44,0.35,0.09,0.09,0.2,16.3,73.9,4.7,1.2,1.2,2.7,10.9,164.4,343,247.5,53,275.5,77,0.19,0.25,8,746.2,0.105,2.504,23.462,3.59,2.228,5.473,0.91,NA
19,19,reference3,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539.1,0.053,1.731,14.355,2.971,2.081,3.54,0.784,NA
20,20,reference3,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554.7,0.075,2.348,14.703,3.805,2.281,4.482,0.984,NA
1,1,reference4,F,1,4.6,87,32,113,0.1,21.5,9.8,0.5,0,98,6.3,6.4,0.1,146,4.6,99,1.8,2.56,1.06,0,0,0,0,6,30,0.2,NA,NA,8.23,7.94,14.6,41.9,52.8,18.4,34.8,1053,0.66,7.25,0.14,0.06,0.02,0.1,8,88.1,1.7,0.7,0.3,1.2,10.5,157.3,58,274.2,66,232,103,0.28,0.42,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,reference4,F,2,4.9,47,61,117,0.2,22.3,12.1,0.6,0.001,137,13.5,7.2,0.001,148,9,109,2.3,2.13,1.046,0,0,0,0,6,30,0.2,11.4,15.6,6.73,7.89,14.3,NA,53,18.2,34.3,1017,0.87,5.48,0.15,0.04,0.05,0.14,12.9,81.5,2.2,0.7,0.7,2,14.6,139.9,35,213.5,24,246.5,74,0.1,0.13,2,250.5,0.078,0.933,7.124,NA,2.052,2.005,0.526,0.131
2,2,reference4,F,1,4.3,62,33,93,0.1,12.6,9.6,0.3,1,132,7.1,6,0.01,146,4.9,98,1.7,2.53,1.047,0,0,0,0,6.5,30,0.2,NA,NA,6.5,7.4,14.5,40.6,54.8,19.7,35.8,1066,0.67,5.54,0.15,0.05,0.01,0.07,10.3,85.3,2.3,0.8,0.2,1.1,12,122.3,39,205.8,54,211,82,0.26,0.61,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,reference4,F,2,4.9,38,83,122,0.21,17.2,12.4,0.6,0.001,195,10.3,6.9,0.001,151,8.8,107,2,2.45,1.03,0,0,0,0,6.5,0,0.2,11.3,13.5,4.74,7.25,13.6,40.3,55.5,18.7,33.8,906,0.59,3.79,0.19,0.05,0.03,0.09,12.5,79.9,4.1,1,0.7,1.8,6.3,85.8,19,109.7,39,100,38,0.39,0.29,9,310.8,0.086,1.208,9.285,NA,2.034,2.588,0.691,0.146
3,3,reference4,F,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.6,0.078,1.164,9.05,NA,1.919,2.381,0.508,0.143
4,4,reference4,F,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283.1,0.089,1.211,10.51,NA,1.971,2.256,0.494,0.131
5,5,reference4,F,1,4.3,81,48,113,0.1,22.2,9.9,0.4,1,119,6.4,6,0.1,146,4.9,99,1.7,2.53,1.036,0,0,0,0,7,30,0.2,NA,NA,7.51,7.87,14,40.7,51.7,17.8,34.4,1067,0.46,6.74,0.13,0.08,0.02,0.09,6.1,89.7,1.7,1.1,0.2,1.2,8.1,97.5,28,218.7,69,181,60,0.38,0.35,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5,reference4,F,2,5.4,68,155,215,0.2,24.8,13.4,0.6,0.001,170,12.4,7.5,0.1,150,8,103,2.1,2.57,1.025,0,0,0,0,7,0,0.2,11.5,11.1,8.97,8.16,14.6,42.3,51.8,17.8,34.4,1056,0.75,7.62,0.25,0.12,0.07,0.16,8.4,84.9,2.8,1.3,0.8,1.8,10,70.9,16,123.7,38,107.5,33,0.35,0.24,7,237.3,0.081,0.939,6.135,NA,1.752,1.762,0.442,0.111
6,6,reference4,F,1,4.8,95,33,105,0.1,17.2,10.2,0.3,0,101,6.3,6.7,0.1,147,4.4,99,1.9,2.53,1.037,0,0,0,1,6.5,0.01,0.2,NA,NA,8.94,8.18,15.1,43.5,53.2,18.5,34.7,1023,1.77,6.74,0.26,0.03,0.03,0.12,19.7,75.4,2.9,0.3,0.3,1.4,12.2,103.4,33,187.3,59,182.5,91,0.32,0.51,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,6,reference4,F,2,5.5,55,30,82,0.2,21.1,11.5,0.6,0.001,133,9.4,7.3,0.001,146,9.8,106,1.8,3.06,1.072,0,0,0.01,0,6,30,1,11.4,15.8,6.34,8.44,15.2,44,52.1,18,34.6,971,1.16,4.76,0.24,0.02,0.03,0.14,18.3,75,3.7,0.3,0.5,2.1,21.5,235.1,80,302.3,76,323,97,0.24,0.1,1,262.3,0.069,0.989,7.573,NA,2.017,1.901,0.425,0.153
7,7,reference4,F,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.8,0.083,1.309,8.063,NA,2.107,2.726,0.52,0.183
8,8,reference4,F,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261,0.075,1.067,9.03,NA,2.016,2.489,0.486,0.091
9,9,reference4,F,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264.1,0.071,1.048,8.292,NA,2.031,2.14,0.569,0.115
10,10,reference4,F,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.1,0.072,1.093,11.267,NA,2.022,2.667,0.506,0.123
11,11,reference4,F,1,4.3,95,27,79,0.1,17.9,9.9,0.4,0,160,7.5,6.3,0.01,149,4.7,100,2,2.15,1.037,0,0,0.01,0,7,0.01,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,95.2,27,210.3,65,158.5,63,0.41,0.47,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,reference4,F,2,5.1,35,43,68,0.21,16.4,12,0.6,0.001,196,8.4,7.1,0.001,148,7.3,105,2,2.55,1.04,0,0,0,0,6,0.01,0.2,10.9,18,5.64,7.73,14.5,43.2,55.8,18.7,33.5,642,0.65,4.51,0.18,0.1,0.05,0.16,11.5,80,3.1,1.8,0.8,2.8,33.9,106.2,31,237.7,59,174.5,60,0.34,0.24,5,267.9,0.065,0.985,7.909,NA,1.996,2.124,0.484,0.143
12,12,reference4,F,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316.4,0.091,1.157,9.775,NA,2.164,2.543,0.515,0.167
13,13,reference4,F,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,0.094,1.369,9.064,NA,2.12,2.289,0.588,0.149
14,14,reference4,F,1,4.2,99,44,121,0.1,15.8,10.4,0.3,0,111,7.3,6.4,0.01,146,5,98,2.2,1.91,1.052,0,0,0.01,0,6,100,1,NA,NA,12.47,8.15,15.8,44.7,54.8,19.3,35.2,1053,0.6,11.16,0.31,0.2,0.05,0.15,4.8,89.5,2.5,1.6,0.4,1.2,6.6,137.4,117,354.8,48,246.5,96,0.19,0.49,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,14,reference4,F,2,4.7,47,37,79,0.2,21.9,12,0.6,0.001,207,9.9,7.4,0.001,149,6.7,101,2.7,1.74,1.034,0,0,0,0,6,100,0.2,11.3,13.6,7.64,8.49,15.2,45.1,53.1,17.9,33.8,1155,1.31,5.64,0.35,0.11,0.07,0.16,17.1,73.8,4.6,1.5,0.9,2.1,27.4,108.9,115,215.7,65,169.5,69,0.38,0.21,5,299.8,0.096,1.151,9.019,NA,2.157,2.471,0.631,0.16
15,15,reference4,F,1,4.2,56,28,91,0.2,15,10.3,0.2,0,109,6.2,6.2,0.1,146,5.1,100,2,2.1,1.051,0,0,0,0,6,30,0.2,NA,NA,10.9,7.94,14.7,41.9,52.7,18.5,35.1,1221,0.79,9.62,0.25,0.05,0.05,0.14,7.2,88.3,2.3,0.5,0.4,1.3,10.7,129.7,38,305.6,85,178,82,0.48,0.71,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,15,reference4,F,2,4.9,37,37,83,0.2,20.1,11.4,0.6,0.001,149,9.2,7.1,0.001,154,7.6,108,2.2,2.23,1.061,0,0,0,0,5.5,30,0.2,12.1,12.3,6.44,8.27,15.3,44,53.2,18.5,34.7,1038,0.81,5.26,0.16,0.05,0.03,0.13,12.5,81.7,2.5,0.8,0.4,2,17.5,180,52,393.1,70,273,74,0.26,0.46,5.5,259.4,0.063,1.011,7.226,NA,2.007,1.838,0.475,0.136
16,16,reference4,F,1,4.5,88,36,161,0.1,13.3,10.1,0.3,0,107,6.7,6.9,0.01,145,5.2,99,2.4,1.87,1.043,0,0,0,0,6,30,0.2,NA,NA,12.09,7.19,13,37.3,51.9,18.1,35,1258,1.17,10.37,0.21,0.14,0.04,0.15,9.7,85.8,1.7,1.1,0.4,1.3,9.8,137,40,140.7,126,106,163,1.19,0.53,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,16,reference4,F,2,5.1,67,52,83,0.2,17.4,12.1,0.5,0.001,201,10.8,7.4,0.001,151,6.7,102,2.3,2.22,NA,NA,NA,NA,NA,NA,NA,NA,10.6,15.3,11.33,8.05,14.7,42.1,52.2,18.2,34.9,1268,1.59,8.92,0.47,0.13,0.05,0.17,14,78.8,4.2,1.1,0.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316.4,0.072,1.168,9.359,NA,1.981,2.328,0.673,0.116
17,17,reference4,F,1,4.7,63,32,82,0.2,18.2,10.6,0.2,0,105,6.5,6.7,0.1,147,4.8,98,2,2.35,1.036,0,0,0,0,6.5,0.01,0.2,NA,NA,9.68,8.33,15.7,44,52.9,18.9,35.7,1094,0.7,8.36,0.25,0.15,0.04,0.18,7.2,86.4,2.6,1.5,0.5,1.8,11.6,95.1,28,262.7,60,166.5,86,0.36,0.57,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,17,reference4,F,2,5.3,38,42,91,0.2,25.9,11.5,0.6,0.001,148,9.9,7.3,0.001,155,7.2,107,2,2.65,1.041,0,0,0,0,6.5,30,0.2,11.5,14.4,6.8,8.01,15,43.5,54.3,18.8,34.5,882,0.74,5.58,0.24,0.07,0.03,0.12,10.9,82.1,3.6,1.1,0.5,1.7,13.9,127.7,33,175.4,57,194,60,0.29,0.11,2,268.9,0.064,1.001,8.198,NA,1.967,2.122,0.603,0.147
18,18,reference4,F,1,4.4,67,36,77,0.2,13.3,10.2,0.3,0,136,6.8,6.2,0.1,147,4.7,97,1.8,2.44,1.039,0,0,0.01,0,6.5,0.01,0.2,NA,NA,10.37,8.03,14.8,42.1,52.5,18.4,35,1064,0.82,9.09,0.18,0.14,0.02,0.11,7.9,87.7,1.8,1.4,0.2,1.1,15.2,81.5,23,214.7,66,199,124,0.33,0.61,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,18,reference4,F,2,5.4,51,42,74,0.2,18.3,11.4,0.5,0.001,190,10.1,7.6,NA,168,7.5,113,2.2,2.45,1.039,0,0,0.01,0,5.5,0.01,0.2,11.4,15.3,9.47,8.64,15.8,46.3,53.5,18.2,34.1,923,1.26,7.49,0.29,0.19,0.07,0.17,13.3,79.1,3.1,2,0.7,1.8,19,97.2,23,143.4,67,177,89,0.38,0.17,3.5,297.6,0.061,1.139,7.807,NA,2.036,2.18,0.613,0.143
19,19,reference4,F,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261.1,0.088,1.212,8.286,NA,2.053,2.157,0.615,0.133
20,20,reference4,F,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.9,0.075,0.984,6.759,NA,2.205,2.188,0.589,0.129
1,1,reference4,M,1,4.4,151,33,108,0.1,12.8,9.6,0.3,0,109,7.6,6.5,0.01,148,5.5,99,2.1,2.1,1.037,0,0,15,0,7.5,100,0.2,NA,NA,15.51,8.35,15.9,45.7,54.8,19,34.7,1004,0.84,13.97,0.35,0.15,0.05,0.16,5.4,90,2.3,0.9,0.3,1,4.5,137.7,113,140.2,41,211,80,0.19,0.67,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,reference4,M,2,4.4,76,31,72,0.2,13.9,10.8,0.5,0.001,218,9.6,6.5,0.1,144,6.5,96,2.1,2.1,1.034,0,0,15,0,8,30,1,11.7,17.3,10.03,8.67,15.2,44.2,50.9,17.5,34.4,1038,0.97,8.33,0.31,0.12,0.06,0.24,9.7,83.1,3.1,1.1,0.6,2.4,4.1,125.5,103,67.9,51,180.5,77,0.28,0.28,8,518.9,0.063,2.158,14.281,6.165,2.201,4.147,0.751,NA
2,2,reference4,M,1,4.3,135,38,105,0.1,16.3,9.7,0.3,0,105,8.1,6.7,0.01,150,5.4,99,2.4,1.79,1.045,0,0,0.01,0,6.5,100,0.2,NA,NA,18.05,8.37,16,45.6,54.5,19.2,35.1,1042,1.28,16.18,0.27,0.08,0.11,0.13,7.1,89.6,1.5,0.5,0.6,0.7,3.5,149,146,306.7,39,228,58,0.17,0.58,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,reference4,M,2,4.4,77,38,69,0.2,18.4,11.1,0.5,0.001,194,10,6.9,0.1,149,6,98,2.5,1.76,1.055,0,0,0.01,0,6.5,100,1,11.4,10.9,14.32,8.65,15.3,44.7,51.7,17.7,34.1,956,1.01,12.52,0.37,0.09,0.1,0.23,7.1,87.4,2.6,0.6,0.7,1.6,6.3,207.6,166,210.5,63,281.5,90,0.22,0.3,5,484.6,0.061,1.587,13.241,3.033,2.232,3.652,0.751,NA
3,3,reference4,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,545.9,0.065,2.093,15.277,3.342,2.313,3.948,0.82,NA
4,4,reference4,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401.1,0.053,1.657,11.003,3.387,2.001,3.176,0.767,NA
5,5,reference4,M,1,4.1,159,43,95,0.2,13.2,9.7,0.3,0,123,7.2,6.2,0.1,146,4.7,98,2.1,1.95,1.04,0,0,15,0,7,100,0.2,NA,NA,15.17,8.07,15.1,43.3,53.6,18.7,34.8,1003,0.63,13.88,0.27,0.08,0.08,0.24,4.1,91.5,1.8,0.5,0.5,1.6,5,141.3,134,178,40,206,67,0.19,0.81,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5,reference4,M,2,4.3,87,62,111,0.21,14.9,11.2,0.6,0.001,224,11.7,6.7,0.001,148,10,103,2.4,1.79,1.041,0,0,0.01,0,7,30,0.2,12.3,13.6,10.71,8.2,14.3,42.8,52.3,17.4,33.3,1007,0.95,9.17,0.24,0.09,0.06,0.19,8.9,85.6,2.3,0.9,0.6,1.8,5.2,172.6,157,150.4,60,187.5,85,0.32,0.25,7,572.7,0.044,2.212,15.893,3.072,2.322,4.083,0.897,NA
6,6,reference4,M,1,4.3,112,36,101,0.2,13.3,10.9,0.3,0,113,7.9,6.8,0.01,145,5.2,97,2.5,1.72,1.031,0,0,0.01,0,7,30,0.2,NA,NA,11.84,8.83,16.6,48,54.4,18.8,34.5,934,0.84,10.23,0.39,0.17,0.07,0.15,7.1,86.4,3.3,1.4,0.6,1.3,4,94.4,116,157,56,157,57,0.36,0.59,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,6,reference4,M,2,4.5,76,36,70,0.2,17,13,0.6,0.001,298,11.4,7.1,0.001,150,7.3,100,2.6,1.73,1.032,0,0,0.01,0,7.5,100,0.2,12.4,15.9,8.61,8.83,15.3,46,52,17.3,33.2,895,0.95,6.85,0.38,0.14,0.06,0.22,11.1,79.6,4.4,1.6,0.7,2.6,4.6,107.6,141,111.8,50,162.5,60,0.31,0.17,7.5,564.6,0.058,1.872,16.338,4.618,2.355,3.847,0.811,NA
7,7,reference4,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.8,0.068,1.589,13.626,2.85,2.224,4.252,0.893,NA
8,8,reference4,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,560.9,0.062,2.093,15.959,3.907,2.261,4.302,0.763,NA
9,9,reference4,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495.5,0.065,2.303,14.66,3.581,2.064,4.477,0.741,NA
10,10,reference4,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472.8,0.058,1.737,12.05,3.033,2.239,3.231,0.565,NA
11,11,reference4,M,1,3.8,129,36,102,0.1,14.7,9.9,0.2,0,107,7.9,6.2,0.01,147,4.7,100,2.4,1.58,1.062,0,0,0.01,2,6,300,1,NA,NA,18.5,8.64,15.4,44.6,51.6,17.9,34.6,945,1.91,15.4,0.51,0.23,0.1,0.36,10.3,83.2,2.7,1.2,0.5,1.9,5.6,189.1,202,345.4,40,347.5,118,0.12,0.77,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,reference4,M,2,4,93,65,117,0.21,16.7,11.8,0.5,0.001,278,10.7,6.8,0.001,148,7.5,102,2.8,1.43,1.042,0,0,0.01,2,6.5,300,0.2,11.8,15.8,13.46,8.95,14.6,43.7,48.8,16.3,33.3,884,1.27,11.13,0.56,0.19,0.09,0.22,9.4,82.7,4.2,1.4,0.6,1.7,4,170.2,321,228.1,32,198.5,51,0.16,0.23,5.5,573.5,0.067,1.948,15.725,3.728,2.147,4.725,0.95,NA
12,12,reference4,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,531.2,0.07,1.953,13.341,3.506,2.151,4.222,0.94,NA
13,13,reference4,M,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536.2,0.034,1.885,14.431,3.938,2.168,4.296,0.754,NA
14,14,reference4,M,1,4,128,30,94,0.1,14,10.1,0.3,0,117,7.5,6.2,0.01,146,5,98,2.2,1.82,1.033,0,0,15,0,7,30,0.2,NA,NA,8.73,8.51,15.6,44.1,51.9,18.3,35.3,999,1.14,7.14,0.22,0.09,0.03,0.12,13,81.8,2.5,1,0.3,1.4,2.4,84.4,80,183.7,68,202,92,0.34,0.54,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,14,reference4,M,2,4.3,81,39,72,0.2,14.8,12.5,0.5,0.001,218,11,6.7,0.1,147,9.7,100,2.4,1.79,1.028,0,0,15,0,7,100,0.2,12.3,15.4,7.08,8.86,15.1,44.5,50.2,17,33.8,1091,1.86,4.69,0.26,0.09,0.07,0.12,26.2,66.3,3.6,1.3,0.9,1.7,2.9,90,86,128.8,58,123,52,0.47,0.25,11.5,584.8,0.073,2.081,16.27,4.167,2.35,4.44,0.899,NA
